year_film,film,award_year,imdb_rating,rt_rating,rt_audience_score,rt_status,runtime_mins,content_rating,bafta_nom,bafta_win,sag_nom,sag_win,gg_nom,gg_win,oscar_winner,Oscarstat_totalnoms,Nom_DGA,Win_DGA,Genre_action,Genre_biography,Genre_crime,Genre_comedy,Genre_drama,Genre_horror,Genre_fantasy,Genre_sci-fi,Genre_mystery,Genre_music,Genre_romance,Genre_history,Genre_war,Genre_filmnoir,Genre_thriller,Genre_adventure,Genre_family,Genre_sport,Genre_western
1981,Atlantic City,1982,7.4,100.0,77.0,fresh,104,R,1,0,DE,DE,1,0,0,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1982,Missing,1983,7.7,97.0,85.0,fresh,122,PG,1,0,DE,DE,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1982,Tootsie,1983,7.4,90.0,81.0,certified-fresh,116,PG,1,0,DE,DE,1,1,0,9,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1982,The Verdict,1983,7.7,88.0,88.0,fresh,129,R,0,0,DE,DE,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,E.T. The Extra-Terrestrial,1983,7.9,98.0,72.0,certified-fresh,115,PG,1,0,DE,DE,1,1,0,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1982,Gandhi,1983,8.0,85.0,92.0,certified-fresh,191,PG,1,1,DE,DE,0,0,1,11,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1983,Tender Mercies,1984,7.3,84.0,82.0,fresh,92,PG,0,0,DE,DE,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1983,The Big Chill,1984,7.1,68.0,77.0,fresh,105,R,0,0,DE,DE,1,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,The Right Stuff,1984,7.8,96.0,90.0,certified-fresh,193,PG,0,0,DE,DE,1,0,0,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1983,Terms of Endearment,1984,7.4,78.0,83.0,certified-fresh,132,PG,0,0,DE,DE,1,1,1,11,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,The Dresser,1984,7.5,100.0,87.0,fresh,118,PG,1,0,DE,DE,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,A Passage to India,1985,7.3,76.0,78.0,fresh,164,PG,1,0,DE,DE,0,0,0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1984,Amadeus,1985,8.4,93.0,95.0,certified-fresh,160,R,1,0,DE,DE,1,1,1,11,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1984,A Soldier's Story,1985,7.2,90.0,81.0,fresh,101,PG,0,0,DE,DE,1,0,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1984,Places in the Heart,1985,7.4,89.0,83.0,fresh,111,PG,0,0,DE,DE,1,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,The Killing Fields,1985,7.8,93.0,92.0,certified-fresh,141,R,1,1,DE,DE,1,0,0,7,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1985,Prizzi's Honor,1986,6.7,86.0,62.0,fresh,130,R,0,0,DE,DE,1,1,0,8,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,Out of Africa,1986,7.1,59.0,83.0,rotten,161,PG,0,0,DE,DE,1,1,1,11,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1985,The Color Purple,1986,7.7,81.0,94.0,fresh,154,PG-13,0,0,DE,DE,1,0,0,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,Kiss of the Spider Woman,1986,7.3,87.0,81.0,fresh,120,R,0,0,DE,DE,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,Witness,1986,7.4,93.0,80.0,certified-fresh,112,R,1,0,DE,DE,1,0,0,8,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1986,A Room with a View,1987,7.4,100.0,86.0,fresh,117,NR,1,1,DE,DE,1,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1986,Hannah and Her Sisters,1987,7.8,91.0,90.0,certified-fresh,107,PG-13,1,0,DE,DE,1,1,0,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,The Mission,1987,7.4,64.0,87.0,fresh,125,PG,1,0,DE,DE,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1986,Platoon,1987,8.1,88.0,93.0,certified-fresh,120,R,0,0,DE,DE,1,1,1,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1986,Children of a Lesser God,1987,7.2,82.0,79.0,fresh,119,R,0,0,DE,DE,1,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987,Moonstruck,1988,7.1,93.0,81.0,certified-fresh,102,PG,0,0,DE,DE,1,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987,Fatal Attraction,1988,6.9,76.0,72.0,certified-fresh,119,R,0,0,DE,DE,1,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1987,Hope and Glory,1988,7.3,95.0,83.0,fresh,113,PG-13,1,0,DE,DE,1,1,0,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987,Broadcast News,1988,7.2,98.0,79.0,certified-fresh,133,R,0,0,DE,DE,1,0,0,7,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1987,The Last Emperor,1988,7.7,89.0,88.0,certified-fresh,163,PG-13,1,1,DE,DE,1,1,1,9,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1988,Dangerous Liaisons,1989,7.6,93.0,83.0,fresh,119,R,0,0,DE,DE,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1988,Working Girl,1989,6.8,84.0,67.0,certified-fresh,113,R,0,0,DE,DE,1,1,0,5,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1988,Mississippi Burning,1989,7.8,84.0,90.0,fresh,128,R,0,0,DE,DE,1,0,0,7,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1988,The Accidental Tourist,1989,6.7,81.0,60.0,fresh,121,PG,0,0,DE,DE,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1988,Rain Man,1989,8.0,89.0,90.0,certified-fresh,133,R,0,0,DE,DE,1,1,1,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,Born on the Fourth of July,1990,7.2,85.0,76.0,certified-fresh,145,R,0,0,DE,DE,1,1,0,8,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1989,Driving Miss Daisy,1990,7.3,81.0,81.0,certified-fresh,99,PG,1,0,DE,DE,1,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,My Left Foot,1990,7.8,98.0,92.0,certified-fresh,103,R,1,0,DE,DE,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,Dead Poets Society,1990,8.1,84.0,92.0,certified-fresh,128,PG,1,1,DE,DE,1,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,Field of Dreams,1990,7.5,87.0,86.0,certified-fresh,107,PG,0,0,DE,DE,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1990,Ghost,1991,7.1,74.0,80.0,certified-fresh,127,PG-13,0,0,DE,DE,1,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1990,Awakenings,1991,7.8,88.0,89.0,fresh,121,PG-13,0,0,DE,DE,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,"The Godfather, Part III",1991,7.6,68.0,78.0,fresh,161.0,R,0,0,DE,DE,1,0,0,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Good Fellas,1991,8.7,96.0,97.0,certified-fresh,145,R,1,1,DE,DE,1,0,0,6,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Dances With Wolves,1991,8.0,83.0,87.0,certified-fresh,181,PG-13,1,0,DE,DE,1,1,1,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1991,The Silence of the Lambs,1992,8.6,96.0,95.0,certified-fresh,118,R,1,0,DE,DE,1,0,1,7,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1991,JFK,1992,8.0,84.0,88.0,certified-fresh,189,R,0,0,DE,DE,1,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1991,Bugsy,1992,6.8,85.0,69.0,certified-fresh,136,R,0,0,DE,DE,1,1,0,10,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,The Prince of Tides,1992,6.8,69.0,70.0,fresh,132,R,0,0,DE,DE,1,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1991,Beauty and the Beast,1992,8.0,94.0,92.0,certified-fresh,84,G,0,0,DE,DE,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1992,Unforgiven,1993,8.2,96.0,93.0,certified-fresh,130,R,1,0,DE,DE,1,0,1,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,The Crying Game,1993,7.2,94.0,78.0,certified-fresh,112,R,1,0,DE,DE,1,0,0,6,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1992,Howards End,1993,7.4,94.0,82.0,certified-fresh,142,PG,1,1,DE,DE,1,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1992,Scent of a Woman,1993,8.0,89.0,92.0,certified-fresh,156,R,0,0,DE,DE,1,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,A Few Good Men,1993,7.7,83.0,89.0,certified-fresh,138,R,0,0,DE,DE,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1993,In the Name of the Father,1994,8.1,94.0,95.0,certified-fresh,133,R,0,0,DE,DE,1,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,The Remains of the Day,1994,7.8,95.0,89.0,certified-fresh,134,PG,1,0,DE,DE,1,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1993,The Fugitive,1994,7.8,96.0,89.0,certified-fresh,130,PG-13,0,0,DE,DE,0,0,0,7,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Schindler's List,1994,9.0,97.0,97.0,certified-fresh,195,R,1,1,DE,DE,1,1,1,12,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,The Piano,1994,7.5,92.0,86.0,certified-fresh,121,R,1,0,DE,DE,1,0,0,8,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1994,Quiz Show,1995,7.5,96.0,87.0,certified-fresh,133,PG-13,1,0,DE,DE,1,0,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,The Shawshank Redemption,1995,9.3,91.0,98.0,certified-fresh,142,R,0,0,DE,DE,0,0,0,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Four Weddings and a Funeral,1995,7.1,96.0,74.0,certified-fresh,117,R,1,1,DE,DE,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1994,Pulp Fiction,1995,8.9,92.0,96.0,certified-fresh,154,R,1,0,DE,DE,1,0,0,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Forrest Gump,1995,8.8,71.0,95.0,fresh,142,PG-13,1,0,DE,DE,1,1,1,13,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1995,Babe,1996,6.9,97.0,67.0,certified-fresh,91,G,1,0,0,0,1,1,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1995,Sense and Sensibility,1996,7.7,98.0,90.0,certified-fresh,136,PG,1,1,1,0,1,1,0,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1995,Braveheart,1996,8.4,78.0,85.0,certified-fresh,178,R,0,0,0,0,1,0,1,10,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,The Postman (Il Postino),1996,7.8,93.0,94.0,fresh,108,PG,1,0,0,0,0,0,0,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Apollo 13,1996,7.7,96.0,87.0,certified-fresh,140,PG,0,0,1,1,1,0,0,9,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1996,Shine,1997,7.6,91.0,90.0,certified-fresh,105,PG-13,1,0,1,0,1,0,0,7,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996,Fargo,1997,8.1,94.0,93.0,certified-fresh,98,R,1,0,0,0,1,0,0,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,Jerry Maguire,1997,7.3,83.0,79.0,certified-fresh,139,R,0,0,0,0,1,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1996,The English Patient,1997,7.4,85.0,83.0,certified-fresh,162,R,1,1,1,0,1,1,1,12,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1996,Secrets & Lies,1997,8.0,94.0,91.0,certified-fresh,136,R,1,0,0,0,1,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,As Good as It Gets,1998,7.7,85.0,86.0,certified-fresh,139,PG-13,0,0,0,0,1,1,0,7,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997,The Full Monty,1998,7.2,96.0,79.0,certified-fresh,91,R,1,1,1,1,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,L.A. Confidential,1998,8.2,99.0,94.0,certified-fresh,138,R,1,0,1,0,1,0,0,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,Good Will Hunting,1998,8.3,97.0,94.0,certified-fresh,126,R,0,0,1,0,1,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Titanic,1998,7.9,89.0,69.0,certified-fresh,194,PG-13,1,0,1,0,1,1,1,15,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1998,Shakespeare in Love,1999,7.1,92.0,80.0,certified-fresh,123,R,1,1,1,1,1,1,1,13,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,Life Is Beautiful,1999,8.6,80.0,96.0,certified-fresh,116,PG-13,1,0,1,0,0,0,0,7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1998,The Thin Red Line,1999,7.6,80.0,80.0,certified-fresh,170,R,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1998,Elizabeth,1999,7.4,82.0,86.0,certified-fresh,124,R,1,0,0,0,1,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,Saving Private Ryan,1999,8.6,93.0,95.0,certified-fresh,169,R,1,0,1,0,1,1,0,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1999,The Insider,2000,7.8,96.0,90.0,certified-fresh,157,R,0,0,0,0,1,0,0,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1999,The Cider House Rules,2000,7.4,71.0,77.0,fresh,126,PG-13,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1999,The Green Mile,2000,8.6,78.0,94.0,certified-fresh,189,R,0,0,1,0,0,0,0,4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999,The Sixth Sense,2000,8.2,86.0,90.0,certified-fresh,107,PG-13,1,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1999,American Beauty,2000,8.4,87.0,93.0,certified-fresh,122,R,1,1,1,1,1,1,1,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Gladiator,2001,8.5,77.0,87.0,certified-fresh,155,R,1,1,1,0,1,1,1,12,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2000,Erin Brockovich,2001,7.4,84.0,81.0,certified-fresh,131,R,1,0,0,0,1,0,0,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,"Crouching Tiger, Hidden Dragon",2001,7.9,97.0,86.0,certified-fresh,120,PG-13,1,0,0,0,0,0,0,10,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2000,Chocolat,2001,7.3,62.0,83.0,fresh,121,PG-13,0,0,1,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,Traffic,2001,7.6,93.0,85.0,certified-fresh,147,R,0,0,1,1,1,0,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2001,The Lord of the Rings: The Fellowship of the Ring,2002,8.8,91.0,95.0,certified-fresh,178,PG-13,1,1,1,0,1,0,0,12,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2001,In the Bedroom,2002,7.4,93.0,81.0,certified-fresh,131,R,0,0,1,0,1,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,A Beautiful Mind,2002,8.2,74.0,93.0,certified-fresh,135,PG-13,1,0,1,0,1,1,1,8,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Gosford Park,2002,7.2,86.0,78.0,certified-fresh,137,R,0,0,1,1,1,0,0,7,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2001,Moulin Rouge,2002,7.6,76.0,89.0,certified-fresh,127,PG-13,1,0,1,0,1,1,0,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,The Pianist,2003,8.5,95.0,96.0,certified-fresh,150,R,1,1,0,0,1,0,0,7,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,Gangs of New York,2003,7.5,73.0,81.0,certified-fresh,167,R,1,0,0,0,1,0,0,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,The Hours,2003,7.5,80.0,84.0,certified-fresh,110,PG-13,1,0,1,0,1,1,0,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,The Lord of the Rings: The Two Towers,2003,8.8,95.0,95.0,certified-fresh,179,PG-13,1,0,1,0,1,0,0,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2002,Chicago,2003,7.2,86.0,83.0,certified-fresh,113,PG-13,1,0,1,1,1,1,1,12,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Lost in Translation,2004,7.7,95.0,85.0,certified-fresh,102,R,1,0,0,0,1,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Mystic River,2004,7.9,88.0,89.0,certified-fresh,138,R,0,0,1,0,1,0,0,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,Seabiscuit,2004,7.3,78.0,76.0,certified-fresh,140,PG-13,0,0,1,0,1,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2003,The Lord of the Rings: The Return of the King,2004,9.0,93.0,86.0,certified-fresh,201,PG-13,1,1,1,1,1,1,1,10,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2003,Master and Commander: The Far Side of the World,2004,7.4,85.0,80.0,certified-fresh,138,PG-13,1,0,0,0,1,0,0,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2004,Sideways,2005,7.5,97.0,79.0,certified-fresh,127,R,0,0,1,1,1,1,0,5,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2004,The Aviator,2005,7.5,86.0,79.0,certified-fresh,170,PG-13,1,1,1,0,1,1,0,11,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,Ray,2005,7.7,80.0,87.0,certified-fresh,152,PG-13,0,0,1,0,1,0,0,6,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,Finding Neverland,2005,7.7,83.0,87.0,certified-fresh,106,PG,1,0,1,0,1,0,0,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,Million Dollar Baby,2005,8.1,91.0,90.0,certified-fresh,132,PG-13,0,0,1,0,1,0,1,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
